,epoch,batch_time,train_time,hr,ndcg,test_loss,eval_time,train_loss,loss_time
0,0,1.9682574272155762,22.755866289138794,0.2084835042971999,0.0912009107780273,6.056419372558594,6.640324354171753,6.2144609188523825,4.000340938568115
1,1,1.9682867527008057,20.96961212158203,0.27169392847241475,0.13094058217736854,0.8116645216941833,5.222782611846924,0.9962294535653892,2.5889804363250732
2,2,1.9853050708770752,20.86188054084778,0.28472414749098973,0.13924069860242314,0.2982594668865204,5.218812704086304,0.47262611581707226,2.5931396484375
3,3,2.0307998657226562,21.507624864578247,0.2899916828389243,0.14516593876884717,0.2150578647851944,5.936105012893677,0.38166376803238433,2.667001962661743
4,4,2.108879327774048,22.328185558319092,0.299417798724702,0.149013941641389,0.1912841796875,5.258861780166626,0.3577562565262697,2.5931396484375
5,5,1.94600248336792,21.202824115753174,0.29553645688938174,0.1482378652390321,0.18946518003940582,5.359530687332153,0.34857073107694503,2.5775187015533447
6,6,1.9682869911193848,21.704060792922974,0.305794288882728,0.15412993019785506,0.18944410979747772,5.458184480667114,0.3409433868711465,2.6569180488586426
7,7,2.0151517391204834,21.315115451812744,0.3091211533130025,0.1554718989905231,0.18649819493293762,5.969588994979858,0.3360285413874017,2.7194550037384033
8,8,2.031930446624756,21.102100610733032,0.3204879401164403,0.16358481211332726,0.18750406801700592,5.237399101257324,0.3314618187427804,2.5654730796813965
9,9,1.9699463844299316,20.81316375732422,0.31743831438868864,0.16166125322543967,0.18661166727542877,5.235651969909668,0.32774307508012746,2.5775187015533447
10,10,1.9633493423461914,20.937426805496216,0.32381480454671474,0.1658218254628668,0.182229146361351,5.265636682510376,0.32327030535406853,2.583785057067871
11,11,1.9370710849761963,20.88935136795044,0.3218741336290546,0.16476077938597078,0.1850278675556183,5.218786716461182,0.31897469385219585,2.5641701221466064
12,12,1.9473633766174316,20.89027214050293,0.321042417521486,0.1653614976802947,0.18552690744400024,5.218768358230591,0.3157522775356673,2.583819627761841
13,13,1.9526934623718262,20.907580614089966,0.3213196562240089,0.1655052180048213,0.1839265525341034,5.245006799697876,0.31079835582728055,2.577519655227661
14,14,1.952664852142334,20.90082335472107,0.32409204324923757,0.1664884177698057,0.18287721276283264,5.234411001205444,0.30708014092578456,2.608761787414551
15,15,1.937070608139038,20.938324213027954,0.3218741336290546,0.16630695884674962,0.18247368931770325,5.230402946472168,0.30254244687579873,2.593139886856079
16,16,1.9683170318603516,20.95287561416626,0.32575547546437483,0.16967105834449336,0.18193590641021729,5.234393358230591,0.30120400365911015,2.5931408405303955
17,17,1.9539234638214111,20.952361583709717,0.3293595785971722,0.1710867005460666,0.17928534746170044,5.203180313110352,0.2960362880714149,2.6100146770477295
18,18,1.937070608139038,20.984471797943115,0.32658719157194344,0.17148677840138957,0.17818576097488403,5.218802213668823,0.29224235937884185,2.610025644302368
19,19,1.952665090560913,20.95267605781555,0.3313002495148323,0.1730892043425629,0.1786600649356842,5.191650867462158,0.28865930522988925,2.605269432067871
20,20,1.9683167934417725,20.970330715179443,0.33351815913501526,0.17323176184359906,0.1800023317337036,5.234401226043701,0.2861061572426855,2.5618972778320312
21,21,1.9682879447937012,20.907339572906494,0.33490435264762963,0.1760714790466395,0.17611348628997803,5.207373142242432,0.28180793653332986,2.5727453231811523
22,22,1.954460620880127,20.921525716781616,0.3429442750207929,0.18019725431190076,0.17526745796203613,5.203155755996704,0.2774591002427484,2.577517509460449
23,23,1.9696764945983887,20.87833523750305,0.33850845578042693,0.1793539761486774,0.1748613715171814,5.201902389526367,0.2752779857421431,2.57751727104187
24,24,1.938424825668335,20.921797275543213,0.3393401718879956,0.17968705306071894,0.17528444528579712,5.233144283294678,0.27028429170190016,2.5631494522094727
25,25,1.9455642700195312,20.923332691192627,0.34460770723593015,0.1827737818398077,0.1734204888343811,5.218810081481934,0.2665864523686026,2.585116386413574
26,26,1.9370710849761963,20.921433925628662,0.34266703631827006,0.18098300371142836,0.17170195281505585,5.226825475692749,0.26416896150896496,2.563150644302368
27,27,1.9370715618133545,20.92172908782959,0.34571666204602164,0.18427154753882663,0.17311137914657593,5.203216314315796,0.26116724641475997,2.570408344268799
28,28,1.9526937007904053,20.906484127044678,0.34516218464097587,0.18335242389066564,0.17345480620861053,5.2278969287872314,0.25722862725232387,2.5775158405303955
