,epoch,batch_time,train_time,hr,ndcg,test_loss,eval_time,train_loss,loss_time
0,0,4.859457731246948,46.40454649925232,0.1781855249745158,0.07473941322709055,6.021003723144531,18.906607627868652,6.184978455779156,11.453416109085083
1,1,4.234567642211914,47.296404123306274,0.23282364933741082,0.11284714358164089,0.6857425570487976,12.531868934631348,0.8785334644110306,6.734787940979004
2,2,3.4217095375061035,48.79560112953186,0.29011213047910295,0.1474160570202019,0.2880760133266449,12.235016822814941,0.47391651752518443,5.749870777130127
3,3,2.73376202583313,49.938188552856445,0.29561671763506625,0.15302519899932052,0.24843357503414154,12.123511791229248,0.4039548437169349,5.230732440948486
4,4,2.3482913970947266,49.8578827381134,0.30988786952089703,0.1624350245769883,0.25411295890808105,12.31242561340332,0.3787456128118147,5.01568603515625
5,5,2.1869864463806152,49.911638021469116,0.31580020387359836,0.16771503678350708,0.26006609201431274,12.094622135162354,0.3664062311546926,4.998827219009399
6,6,2.202636241912842,49.92232131958008,0.3219164118246687,0.17159711105778896,0.256437212228775,11.953456401824951,0.35915972132824386,4.9519641399383545
7,7,2.186985969543457,49.79768896102905,0.33007135575942914,0.17678447861720628,0.25996479392051697,12.329070329666138,0.3522516779467258,4.983864068984985
8,8,2.2026078701019287,50.09366178512573,0.32803261977573905,0.177256448074946,0.2543531656265259,11.842331409454346,0.3475463374706493,4.843838214874268
9,9,2.314176559448242,50.37527346611023,0.33863404689092763,0.1850634962021862,0.2603566348552704,11.968352794647217,0.3419521754708295,4.812080383300781
10,10,2.3604748249053955,50.15668272972107,0.3376146788990826,0.184604713072961,0.25234073400497437,11.843042850494385,0.3366728629028051,4.842615604400635
11,11,2.4694716930389404,50.20309257507324,0.3351681957186544,0.18497385410265746,0.2515791356563568,11.90591025352478,0.3324779559831478,4.781375885009766
12,12,2.3900647163391113,49.937445402145386,0.3414882772680938,0.1884957892282466,0.25048547983169556,11.750449657440186,0.3281340166878978,4.812623977661133
13,13,2.405686378479004,49.96901249885559,0.33312945973496433,0.1849234678900945,0.24864500761032104,12.125931978225708,0.32280137017764315,4.781461238861084
14,14,2.452550172805786,52.25016689300537,0.3384301732925586,0.18736490698109123,0.2515714168548584,12.00109601020813,0.3195370080962793,4.920722007751465
15,15,2.436927556991577,59.532594203948975,0.345361875637105,0.1927738502068446,0.24464622139930725,22.06277370452881,0.31423754713568175,8.342998027801514
16,16,2.827461004257202,35.70378041267395,0.35188583078491337,0.19564305040596564,0.24221086502075195,19.53907346725464,0.3100451964051448,6.58614182472229
17,17,4.765028476715088,38.28270745277405,0.3498470948012232,0.19589351986406248,0.2425471395254135,19.828351259231567,0.3066162473007578,6.045459747314453
18,18,4.765586853027344,38.7028272151947,0.3437308868501529,0.19286742712954916,0.24219337105751038,19.703925132751465,0.3013496112595939,5.1874823570251465
19,19,4.623687744140625,39.563077449798584,0.3437308868501529,0.19437785920248737,0.23212715983390808,19.703298568725586,0.2979177474849171,4.078427314758301
20,20,4.656501293182373,40.67149782180786,0.34475025484199795,0.19329590980653422,0.22809839248657227,18.374911308288574,0.29424273697530984,3.296102523803711
21,21,4.704338550567627,42.13913607597351,0.345565749235474,0.19364945866496755,0.23796232044696808,16.431280612945557,0.2894801431723642,3.786388874053955
22,22,4.773951530456543,43.243369817733765,0.3439347604485219,0.19351239796219355,0.23347029089927673,14.093665361404419,0.2858140811181903,4.359622240066528
