,epoch,batch_time,train_time,hr,ndcg,test_loss,eval_time,train_loss,loss_time
0,0,3.2105040550231934,47.2753119468689,0.14855595667870036,0.10724779228341609,1.8025156259536743,12.485206842422485,2.1657528319433204,7.952629804611206
1,1,3.2024059295654297,43.53229808807373,0.43826714801444044,0.30115298665026613,0.3320591151714325,9.398834943771362,0.4610595054653323,4.866790533065796
2,2,3.2035701274871826,43.65569281578064,0.46678700361010833,0.33033738651204164,0.25161677598953247,9.369601249694824,0.3414674975249135,4.8801398277282715
3,3,3.2037012577056885,43.62406897544861,0.4767148014440433,0.34007793321822005,0.2582627832889557,9.274860858917236,0.3060189616871252,4.866695880889893
4,4,3.219302177429199,43.56212830543518,0.4884476534296029,0.3524894685956837,0.23984295129776,9.312705755233765,0.2838769535593805,4.875114679336548
5,5,3.2024011611938477,43.61702561378479,0.5057761732851985,0.36805584118901075,0.24478338658809662,9.343939065933228,0.2669590755367403,4.914615869522095
6,6,3.2180237770080566,43.56829214096069,0.518231046931408,0.37853384849617727,0.2520638108253479,9.344552516937256,0.25348752384530815,4.865512847900391
7,7,3.2193665504455566,43.55477428436279,0.5216606498194946,0.38020302238774906,0.2436913698911667,9.39084506034851,0.24165931407949748,4.913305759429932
8,8,3.203035593032837,43.53903532028198,0.5267148014440434,0.3848555820801778,0.24579910933971405,9.331020593643188,0.23211457041549,4.8665571212768555
9,9,3.2016654014587402,43.96259379386902,0.529783393501805,0.38775145296856245,0.2324371635913849,9.281473159790039,0.223690972639251,4.859445571899414
10,10,3.200185537338257,43.503665924072266,0.5292418772563177,0.38675441100269786,0.24074116349220276,9.27847957611084,0.21456696042077586,4.875044345855713
11,11,3.2066922187805176,43.48406434059143,0.5398916967509025,0.39522639260203835,0.24717405438423157,9.32546067237854,0.20895219367623744,4.843805313110352
12,12,3.2068593502044678,49.4277446269989,0.5335740072202166,0.39473615084321545,0.2351164072751999,12.421397924423218,0.20306649483236738,6.077585220336914
13,13,3.92341685295105,49.719276666641235,0.535740072202166,0.3954604782079064,0.23638863861560822,12.677817583084106,0.19533391733310046,5.109376430511475
14,14,4.1409008502960205,50.71195459365845,0.5373646209386281,0.394766077769363,0.23961330950260162,11.65719747543335,0.1910040076834955,5.578061103820801
15,15,4.17573356628418,49.13599443435669,0.5407942238267148,0.3968322554169574,0.2317529171705246,11.280380725860596,0.1870385601993915,5.546854019165039
16,16,4.578228235244751,48.78246879577637,0.5371841155234657,0.3949505654278897,0.22942964732646942,11.484081983566284,0.18251121821821356,5.983587741851807
17,17,4.270840883255005,49.08953857421875,0.5411552346570397,0.39711124550771165,0.22682365775108337,12.670929670333862,0.1790875580413606,5.01563572883606
18,18,3.6409683227539062,49.725958824157715,0.538086642599278,0.3971018348029834,0.23111329972743988,11.906238079071045,0.17504587749493805,5.524515628814697
19,19,4.191504955291748,49.13472080230713,0.5339350180505416,0.39426209995093786,0.2223372757434845,11.426065921783447,0.17112772572507995,5.545576333999634
20,20,4.5301878452301025,49.8058135509491,0.5368231046931408,0.39610608323995333,0.22836221754550934,11.130400657653809,0.16871880838063189,5.896806478500366
21,21,4.525803565979004,49.17217445373535,0.5382671480144404,0.3969402659579392,0.22487211227416992,12.515111923217773,0.16488896404268732,5.406253337860107
22,22,3.750680923461914,49.54617094993591,0.5402527075812275,0.3983436399870436,0.22012877464294434,12.146228313446045,0.16237891519658487,5.343746185302734
23,23,4.05730938911438,49.48383712768555,0.5366425992779783,0.3957380783219358,0.2175406664609909,11.477524042129517,0.1612823810492944,5.631079912185669
24,24,4.344163179397583,49.12169909477234,0.5371841155234657,0.3971549437957469,0.22785638272762299,11.094485998153687,0.1566783287586641,5.781091213226318
25,25,4.764509201049805,49.004735231399536,0.5370036101083032,0.3971424448077862,0.2246047854423523,12.305243492126465,0.15411822394543753,5.662465333938599
26,26,3.8116071224212646,49.454745292663574,0.5389891696750903,0.39796200988638264,0.22184816002845764,12.29633903503418,0.15207941542206851,5.218931436538696
27,27,3.937784194946289,49.64675807952881,0.5391696750902527,0.397770650804654,0.21419104933738708,11.54660701751709,0.15100418757227616,5.634952545166016
28,28,4.287753343582153,49.837687730789185,0.5337545126353791,0.39546229023514295,0.2139367312192917,11.8914794921875,0.14754922604236745,6.748419284820557
29,29,5.456974506378174,57.15267252922058,0.5339350180505416,0.3953373483179933,0.2209310233592987,12.874962568283081,0.14660611878951407,5.687740802764893
30,30,7.671319007873535,63.261476278305054,0.5346570397111914,0.3968023287345419,0.21754203736782074,12.16288948059082,0.14399622634466433,6.411289215087891
31,31,4.941596269607544,51.78530192375183,0.5346570397111914,0.39574549665613673,0.21744921803474426,12.822637557983398,0.14273326740353215,6.115165948867798
32,32,4.164076805114746,52.543357133865356,0.5326714801444044,0.39583709033439707,0.22239631414413452,13.141775131225586,0.1407412267943757,5.217528343200684
33,33,3.79732608795166,52.57208824157715,0.5350180505415163,0.39623181619018416,0.21321821212768555,12.594323873519897,0.13813180166524247,5.640649795532227
34,34,4.390928030014038,52.72680187225342,0.532129963898917,0.39495700884438056,0.21219976246356964,12.071960687637329,0.138706334776195,5.881932258605957
35,35,4.49166202545166,52.43708801269531,0.5314079422382672,0.3942917116552116,0.2162158340215683,11.634497880935669,0.13462334825613728,5.8349769115448
36,36,4.876712322235107,51.52946472167969,0.532129963898917,0.3943932140650193,0.21167272329330444,11.985372304916382,0.1333370343370418,6.312509536743164
37,37,4.531396865844727,51.3896484375,0.5351985559566786,0.3965442366516808,0.2166741043329239,13.172443389892578,0.13359049193567532,5.093801736831665
38,38,3.889744997024536,52.17739796638489,0.5315884476534296,0.3944015119687812,0.2138824760913849,12.187251567840576,0.13082894910791926,5.667145729064941
39,39,4.363986968994141,51.09389305114746,0.5308664259927798,0.3947152275487254,0.21355317533016205,11.499366760253906,0.12843681335855966,5.783513307571411
40,40,4.781552076339722,50.377378940582275,0.53014440433213,0.3927200570746134,0.21190504729747772,12.250486612319946,0.12853657576115077,6.312305212020874
41,41,4.2646260261535645,51.381426095962524,0.5337545126353791,0.39294437689629036,0.20976613461971283,12.892449617385864,0.1273205284226163,5.125023365020752
42,42,4.128150224685669,51.80718803405762,0.5279783393501805,0.3902447078017251,0.2112109512090683,11.884870052337646,0.1251140548080929,5.865575075149536
43,43,4.531461000442505,50.719115018844604,0.5276173285198555,0.3934176530734545,0.21402597427368164,11.423607587814331,0.12397706384029711,6.029819488525391
44,44,4.906347751617432,53.47992753982544,0.5299638989169675,0.3917118200806494,0.20957110822200775,13.131124019622803,0.12266510388647663,5.737800598144531
45,45,3.901238441467285,52.795289516448975,0.5265342960288809,0.39243253743535805,0.2095535844564438,12.841960191726685,0.12181455066889214,5.210759878158569
46,46,4.12508487701416,51.39705729484558,0.523826714801444,0.3871317593662765,0.20776422321796417,11.374192953109741,0.12158333433976,5.6097962856292725
47,47,4.3595592975616455,46.35159754753113,0.5247292418772563,0.3906075861864761,0.21436789631843567,11.74967360496521,0.11927453176065168,5.992702960968018
48,48,3.9008898735046387,49.88163733482361,0.524187725631769,0.3894943096975631,0.21971620619297028,12.218236684799194,0.11865911321582166,5.125042200088501
49,49,4.015907049179077,50.60717535018921,0.5191335740072203,0.38621746941772545,0.2080049067735672,11.790664911270142,0.11702042532377785,5.674648761749268
